,ID,Name,Nationality,Club,Pace,DribblingA,Shooting,Defending,Passing,Physicality
528,176481,M. Erdin?,Turkey,Antalyaspor,69.0,70.5,70.83333333333333,46.8,63.33333333333334,74.75
529,158309,Gao Lin,China PR,Guangzhou Evergrande Taobao FC,73.0,67.5,70.66666666666667,55.2,64.83333333333333,71.0
530,181349,A. Gerndt,Sweden,FC Lugano,76.5,69.33333333333333,72.16666666666667,36.0,69.33333333333333,68.75
531,219496,Simy,Nigeria,Crotone,58.5,60.5,72.16666666666667,34.4,40.333333333333336,65.25
532,223593,J. Correa,Argentina,Club Atl?tico Col?n,68.0,64.66666666666667,65.83333333333333,33.4,42.5,74.5
533,173162,F. Ceravolo,Italy,Parma,76.5,72.66666666666667,69.5,34.2,60.0,70.0
534,188269,R. Guti?rrez,Chile,CD Palestino,65.5,63.66666666666666,70.5,34.8,52.16666666666666,73.75
535,205425,Lu?s Leal,S?o Tom? & Pr?ncipe,Newell's Old Boys,74.5,69.66666666666667,71.33333333333333,37.6,63.16666666666666,69.0
536,213619,S. S?ez,Argentina,Universidad Cat?lica,71.0,68.33333333333333,69.33333333333333,29.0,47.33333333333334,68.0
537,230516,Paulao Junqueiras,Brazil,Gr?mio,37.0,56.83333333333334,75.0,32.6,49.33333333333334,58.75
538,210296,A. Henr?quez,Chile,Universidad de Chile,74.5,69.83333333333333,72.33333333333333,32.2,57.83333333333334,58.75
539,177528,A. Matri,Italy,Sassuolo,66.5,69.33333333333333,70.33333333333333,39.4,55.5,67.0
540,230521,Nilsito Vilela,Brazil,Chapecoense,82.0,72.16666666666667,63.66666666666666,31.6,60.5,60.0
541,208251,S. Longo,Italy,SD Huesca,74.5,72.33333333333333,70.0,38.4,54.0,75.25
542,234875,L. H?ler,Germany,SC Freiburg,70.0,66.16666666666667,69.66666666666667,37.2,48.16666666666666,72.5
543,221820,Zhang Xizhe,China PR,Beijing Sinobo Guoan FC,69.5,72.33333333333333,66.66666666666667,43.8,72.66666666666667,54.0
544,168317,H. Goitom,Eritrea,AIK,56.5,64.16666666666667,70.33333333333333,45.4,63.0,65.5
545,164478,C. Obasi,Nigeria,IF Elfsborg,69.5,69.16666666666667,69.16666666666667,44.8,65.5,66.75
546,203903,L. Andersen,Denmark,Aalborg BK,81.5,74.33333333333333,63.5,34.6,67.66666666666667,54.5
547,221311,J. Arango,Colombia,Al Batin,77.5,69.16666666666667,70.66666666666667,30.6,73.66666666666667,67.5
548,223875,Y. Bammou,Morocco,Stade Malherbe Caen,65.5,67.66666666666667,69.83333333333333,49.2,66.83333333333333,74.25
549,192647,G. Charbonnier,France,Stade Brestois 29,41.5,69.33333333333333,71.5,35.8,60.16666666666666,61.0
550,204682,Rafael Lopes,Portugal,Boavista FC,60.5,66.66666666666667,73.0,36.0,46.83333333333334,78.25
551,238224,Marc?o,Brazil,Gyeongnam FC,66.5,62.33333333333334,68.16666666666667,32.4,42.0,74.75
552,230289,Santi da Bruma,Brazil,Bahia,86.0,80.0,70.16666666666667,40.8,71.83333333333333,60.25
553,235410,Y. En-Nesyri,Morocco,CD Legan?s,76.0,64.5,68.0,37.0,48.83333333333334,64.75
554,230291,Thiago Alminxa,Brazil,Am?rica FC (Minas Gerais),82.0,69.33333333333333,65.0,28.8,63.5,63.25
555,183955,T. Chevalier,France,KV Kortrijk,81.5,73.5,72.33333333333333,37.6,67.5,74.5
556,192660,S. Polter,Germany,1. FC Union Berlin,70.0,64.33333333333333,68.0,32.4,48.33333333333334,78.75
557,49045,K. Boyd,Scotland,Kilmarnock,43.0,66.5,73.83333333333333,34.0,59.33333333333334,69.0
558,224151,H. Mart?n,Mexico,Club Am?rica,77.5,75.16666666666667,68.33333333333333,40.6,62.33333333333334,64.0
559,203672,C. Galano,Italy,Foggia,91.5,77.0,64.0,20.0,67.5,71.5
560,230296,Cristian Lodeira,Brazil,Vit?ria,81.5,78.16666666666667,69.0,34.2,55.16666666666666,53.5
561,230298,Walter Silvieiro,Brazil,Sport Club do Recife,72.0,64.0,75.0,40.4,61.0,64.75
562,183706,M. Waghorn,England,Derby County,71.5,66.66666666666667,71.33333333333333,33.6,67.83333333333333,71.5
563,214685,P. Rubio,Chile,CD Everton de Vi?a del Mar,75.5,69.0,69.5,31.6,59.0,72.75
564,215965,C. Strandberg,Sweden,Malm? FF,83.5,63.16666666666666,66.66666666666667,32.2,47.83333333333334,73.5
565,230302,Josu? da Feira,Brazil,Vit?ria,69.0,70.16666666666667,72.66666666666667,32.4,59.83333333333334,59.25
566,233119,M. Olunga,Kenya,Kashiwa Reysol,71.0,64.66666666666667,68.0,31.6,44.33333333333334,73.5
567,205985,I. Kiese Thelin,Sweden,Bayer 04 Leverkusen,54.0,63.16666666666666,69.0,35.6,55.66666666666666,71.25
568,189857,Quique,Spain,Deportivo de La Coru?a,74.5,72.5,71.33333333333333,44.8,64.16666666666667,66.25
569,201380,J. Tallo,Ivory Coast,Vit?ria Guimar?es,69.0,70.0,69.16666666666667,32.4,58.83333333333334,74.75
570,197031,M. Ducksch,Germany,Fortuna D?sseldorf,66.0,66.5,68.16666666666667,37.0,59.66666666666666,66.5
571,225456,J. Tagueu,Cameroon,Clube Sport Mar?timo,70.5,71.33333333333333,65.0,33.6,52.66666666666666,59.75
572,220084,C. Falletti,Uruguay,Palermo,82.0,75.66666666666667,64.66666666666667,28.4,68.0,61.0
573,214965,C. Ria?o,Argentina,Club Necaxa,77.0,69.16666666666667,70.0,28.6,57.0,61.5
574,201403,?lvaro,Spain,Real Zaragoza,73.5,67.5,72.66666666666667,41.8,60.33333333333334,69.25
575,166844,K. Lafferty,Northern Ireland,Rangers FC,67.0,68.33333333333333,71.66666666666667,37.8,61.0,78.5
576,220862,J. Hugill,England,Middlesbrough,73.0,64.16666666666667,65.5,42.4,48.0,86.75
577,143809,M. Demir,Turkey,Sivasspor,76.0,73.33333333333333,73.0,37.4,70.33333333333333,66.0
578,204226,D. Lezcano,Paraguay,FC Ingolstadt 04,82.0,74.33333333333333,70.0,44.8,68.33333333333333,78.25
579,200387,W. Owusu,Ghana,Royal Antwerp FC,68.5,64.0,71.33333333333333,39.4,57.16666666666666,75.75
580,223685,O. Rivero,Uruguay,Club Atlas,72.5,69.66666666666667,72.0,30.4,41.16666666666666,73.75
581,184518,O. ?i?mano?lu,Germany,Yeni Malatyaspor,74.5,66.83333333333333,66.5,48.4,54.83333333333334,69.25
582,214727,A. Zald?var,Mexico,Guadalajara,79.0,67.0,70.83333333333333,47.2,58.66666666666666,64.75
583,230857,Nuno da Costa,Cape Verde,RC Strasbourg Alsace,78.5,72.0,68.0,32.6,49.16666666666666,59.75
584,193226,B. Jeannot,France,Dijon FCO,65.5,69.5,72.33333333333333,33.8,55.16666666666666,60.75
585,242384,Douglas,Brazil,Shimizu S-Pulse,71.5,64.33333333333333,73.66666666666667,30.0,43.83333333333334,71.0
586,183249,R. Bobadilla,Paraguay,Argentinos Juniors,68.5,69.16666666666667,72.33333333333333,45.6,66.5,79.25
587,203736,S. Bahoken,Cameroon,Angers SCO,79.5,68.83333333333333,63.5,27.6,45.16666666666666,63.25
588,204250,M. Trotta,Italy,Sassuolo,65.5,67.33333333333333,72.0,46.0,57.5,67.0
589,176348,Yeom Ki Hun,Korea Republic,Suwon Samsung Bluewings,64.5,71.33333333333333,71.83333333333333,44.4,74.66666666666667,67.75
590,183518,Rui Fonte,Portugal,LOSC Lille,65.0,71.33333333333333,70.33333333333333,44.2,67.83333333333333,66.0
591,194017,A. Weimann,Austria,Bristol City,83.5,67.16666666666667,69.0,46.4,60.0,69.5
592,238569,K. Schindler,Ghana,Holstein Kiel,86.0,67.33333333333333,64.0,44.4,59.5,68.0
593,182763,N. Jelavi?,Croatia,Guizhou Hengfeng FC,41.5,63.16666666666666,73.5,42.4,67.0,73.25
594,196848,I. ?vila,Peru,Monarcas Morelia,76.5,74.5,73.5,35.6,51.33333333333334,56.25
595,198641,K. Zohore,Denmark,Cardiff City,64.0,59.66666666666666,70.5,30.6,48.0,65.25
596,207858,D. Dwyer,United States,Orlando City SC,73.0,70.66666666666667,72.0,31.6,54.5,78.75
597,204280,Cristian Herrera,Spain,CD Lugo,67.5,60.16666666666666,70.5,44.6,60.66666666666666,69.75
598,235512,Gelson Dala,Angola,Rio Ave FC,86.0,76.33333333333333,70.83333333333333,30.2,56.66666666666666,61.25
599,215292,M. Cauteruccio,Uruguay,Cruz Azul,66.5,70.83333333333333,71.16666666666667,42.0,63.33333333333334,70.5
600,215294,C. Men?ndez,Argentina,Tiburones Rojos de Veracruz,65.0,65.16666666666667,69.0,41.4,57.83333333333334,68.75
601,220671,F. Melchiorri,Italy,Perugia,78.5,67.33333333333333,67.33333333333333,35.0,45.66666666666666,67.0
602,188674,M. Pektemek,Turkey,Be?ikta? JK,72.5,69.66666666666667,69.5,55.2,65.0,75.25
603,225541,A. Kamara,France,Fulham,82.5,66.0,68.0,32.4,49.16666666666666,73.0
604,177673,S. Gashi,Albania,Colorado Rapids,69.0,69.0,72.0,55.4,70.66666666666667,72.75
605,215309,L. Albertengo,Argentina,Estudiantes de La Plata,71.0,69.16666666666667,68.5,31.8,60.16666666666666,67.25
606,143119,M. Pavone,Argentina,Estudiantes de La Plata,51.5,66.66666666666667,74.66666666666667,35.2,55.66666666666666,81.25
607,235029,F. Chalov,Russia,PFC CSKA Moscow,79.5,71.66666666666667,66.0,34.4,49.0,58.25
608,139799,S. Silva,Uruguay,Gimnasia y Esgrima La Plata,41.0,63.0,72.83333333333333,48.0,60.5,70.0
609,168984,I. Bangoura,Guinea,Al Raed,64.5,67.66666666666667,71.33333333333333,35.6,55.83333333333334,68.0
610,243993,Enric Gallego,Spain,Extremadura UD,66.5,58.83333333333334,69.5,29.8,49.0,60.25
611,169498,J. Garner,England,Wigan Athletic,70.5,68.83333333333333,69.66666666666667,49.4,52.5,84.75
612,186140,F. Macheda,Italy,Panathinaikos FC,68.5,68.0,70.5,32.8,56.0,61.25
613,139296,D. Nugent,England,Derby County,69.5,70.83333333333333,70.83333333333333,37.4,57.66666666666666,62.5
614,214817,A. Sagal,Chile,Pachuca,76.5,66.33333333333333,67.66666666666667,56.0,57.16666666666666,69.25
615,233250,Y. Suzuki,Japan,Kashima Antlers,73.0,65.0,66.0,45.8,57.5,74.75
616,235554,I. Sacko,France,OGC Nice,80.0,70.83333333333333,70.33333333333333,43.4,59.5,57.25
617,194082,Flavio Paix?o,Portugal,Lechia Gda?sk,75.0,69.83333333333333,67.0,36.8,64.16666666666667,69.0
618,212260,Hwang Ui Jo,Korea Republic,Gamba Osaka,80.0,67.83333333333333,68.33333333333333,40.2,59.16666666666666,70.0
619,235812,G. Kvilitaia,Georgia,KAA Gent,77.0,67.83333333333333,64.33333333333333,42.6,53.16666666666666,71.5
620,195620,R. Krishna,Fiji,Wellington Phoenix,90.5,74.5,66.66666666666667,49.6,61.83333333333334,73.75
621,187942,R. Gestede,Benin,Middlesbrough,59.0,60.16666666666666,68.5,41.2,50.0,77.5
622,202283,Lins,Brazil,FC Tokyo,80.5,72.83333333333333,68.0,34.4,51.83333333333334,67.75
623,125995,U. Bulut,Turkey,Kayserispor,58.5,57.83333333333334,71.5,44.2,54.16666666666666,67.25
624,226093,C. Adams,England,Birmingham City,88.0,71.33333333333333,68.16666666666667,39.8,58.83333333333334,75.0
625,193581,P. ?kuleti?,Serbia,Montpellier HSC,67.0,55.0,69.33333333333333,35.4,43.83333333333334,66.5
626,184624,J. Rhodes,Scotland,Norwich City,63.0,67.5,71.33333333333333,42.6,48.83333333333334,65.75
627,186161,G. Sunu,France,BB Erzurumspor,70.5,70.0,70.66666666666667,34.4,64.83333333333333,62.5
628,241720,Andr? Pereira,Portugal,FC Porto,63.5,62.5,68.66666666666667,35.8,48.0,63.5
629,185144,M. Coda,Italy,Benevento,61.0,67.33333333333333,69.5,29.4,54.5,51.75
630,191034,Cyriac,Ivory Coast,Sivasspor,84.5,73.66666666666667,69.0,37.0,59.83333333333334,66.0
631,229948,J. Harper,Scotland,M?laga CF,74.0,66.83333333333333,69.0,34.6,56.16666666666666,66.75
632,240702,R. Yaremchuk,Ukraine,KAA Gent,75.0,66.5,68.16666666666667,46.4,58.66666666666666,73.25
633,203327,A. Galabinov,Bulgaria,Spezia,53.0,57.33333333333334,69.66666666666667,25.6,59.66666666666666,68.75
634,209473,N. Ghilas,Algeria,G?ztepe SK,70.0,67.66666666666667,72.0,37.2,58.66666666666666,65.25
635,150594,J. Perbet,France,Sporting de Charleroi,53.0,63.66666666666666,73.83333333333333,29.4,47.5,60.0
636,206147,M. Antonsson,Sweden,Malm? FF,73.0,66.16666666666667,67.66666666666667,44.6,50.66666666666666,71.75
637,165191,C. Jerome,England,G?ztepe SK,71.5,64.83333333333333,69.66666666666667,46.0,51.83333333333334,79.25
638,204104,U. ?eri?,Serbia,Gangwon FC,60.5,58.33333333333334,66.5,33.2,47.5,70.5
639,214096,T. Kleindienst,Germany,SC Freiburg,68.0,61.33333333333334,69.33333333333333,35.8,50.16666666666666,73.5
640,184401,Paulo Henrique,Brazil,Akhisar Belediyespor,65.5,71.33333333333333,68.83333333333333,37.2,60.33333333333334,76.0
641,234579,J. Qui?ones,Colombia,Tigres U.A.N.L.,85.5,70.33333333333333,62.33333333333334,29.8,55.0,63.5
642,219988,F. Avenatti,Uruguay,KV Kortrijk,61.0,57.33333333333334,65.0,26.6,41.333333333333336,68.25
643,214615,J. Duque,Colombia,Club Atlas,69.0,68.33333333333333,72.16666666666667,30.6,49.83333333333334,67.5
644,235866,C. Kouam?,Ivory Coast,Genoa,81.5,65.0,64.83333333333333,31.4,54.16666666666666,64.5
645,214876,J. Marriott,England,Derby County,85.5,72.66666666666667,68.0,28.6,44.33333333333334,69.5
646,159581,Oriol Riera,Spain,Western Sydney Wanderers,60.5,69.0,68.66666666666667,41.8,58.33333333333334,71.75
647,234333,M. Maolida,France,OGC Nice,84.0,73.16666666666667,64.16666666666667,28.0,57.33333333333334,55.0
648,199266,Ji Dong Won,Korea Republic,FC Augsburg,71.0,70.66666666666667,67.5,45.0,62.16666666666666,72.25
649,205158,Guillermo,Spain,CD Numancia,76.0,70.33333333333333,69.0,34.6,59.66666666666666,70.75
650,225900,J. Sambenito,Paraguay,,75.5,65.16666666666667,71.33333333333333,26.6,50.83333333333334,64.25
651,217710,M. Barrag?n,Mexico,Club Necaxa,75.0,65.5,67.33333333333333,39.2,60.66666666666666,73.0
652,191089,C. Wickham,England,Crystal Palace,55.5,63.33333333333334,70.33333333333333,34.0,60.16666666666666,69.25
653,230772,L?o Gamalho,Brazil,Pohang Steelers,53.5,58.83333333333334,70.0,33.2,48.83333333333334,66.0
654,164471,Xisco,Spain,CA Osasuna,56.0,62.16666666666666,72.33333333333333,36.2,52.16666666666666,74.75
655,208505,R. Zozulya,Ukraine,Albacete BP,79.5,66.5,67.83333333333333,45.2,51.5,75.75
656,189561,B. Koita,France,Kasimpa?a SK,76.0,64.83333333333333,65.33333333333333,27.8,54.33333333333334,60.0
657,194171,K. Musona,Zimbabwe,RSC Anderlecht,79.0,75.83333333333333,71.5,35.6,65.83333333333333,61.0
658,203388,Tiago,Brazil,Jeonbuk Hyundai Motors,82.0,68.66666666666667,70.0,43.4,72.0,62.0
659,220031,O. McBurnie,Scotland,Swansea City,68.0,65.83333333333333,65.5,36.0,46.66666666666666,70.75
660,181120,Chong Te Se,Korea DPR,Shimizu S-Pulse,65.0,67.83333333333333,69.33333333333333,43.0,62.66666666666666,75.0
661,246405,B. Angulo,Ecuador,,80.5,68.83333333333333,65.66666666666667,25.2,50.0,60.75
662,234889,F. Jensen,Finland,FC Augsburg,73.5,70.66666666666667,65.66666666666667,51.8,61.66666666666666,70.5
663,155533,L. Clarke,England,Sheffield United,60.5,63.33333333333334,69.5,35.0,52.33333333333334,77.5
664,215441,S. Guirassy,France,1. FC K?ln,72.5,67.83333333333333,65.0,39.6,58.16666666666666,69.25
665,201876,O. Omoijuanfo,Norway,Stabæk Fotball,74.5,66.16666666666667,68.33333333333333,44.6,58.16666666666666,74.75
666,230292,Eltildo Bessa,Brazil,Paran?,85.5,81.0,67.83333333333333,34.2,58.16666666666666,52.0
667,162198,G. Gimbert,France,AC Ajaccio,57.5,62.83333333333334,71.33333333333333,35.6,60.66666666666666,75.5
668,176790,S. Aigner,Germany,KFC Uerdingen 05,74.5,71.83333333333333,66.0,48.0,65.33333333333333,66.75
669,229271,P. K?pke,Germany,Hertha BSC,79.5,70.0,69.5,36.4,56.66666666666666,65.75
670,192663,F. Klos,Germany,DSC Arminia Bielefeld,63.5,59.33333333333334,71.0,39.4,45.66666666666666,75.25
671,202905,C. Nyman,Sweden,Eintracht Braunschweig,82.0,68.0,66.66666666666667,30.2,55.5,77.25
672,228761,O. Estupi??n,Colombia,Vit?ria Guimar?es,71.0,67.83333333333333,69.16666666666667,31.6,50.33333333333334,63.75
673,184218,L. Vibe,Denmark,Changchun Yatai FC,85.5,71.66666666666667,69.33333333333333,38.0,58.0,66.25
674,201883,Alejandro Rodr?guez,Spain,Empoli,77.5,71.33333333333333,67.66666666666667,38.4,48.0,67.5
675,236189,T?lio Sandoiro,Brazil,Am?rica FC (Minas Gerais),64.0,69.5,70.66666666666667,38.0,63.33333333333334,67.0
676,212382,P. Onuachu,Nigeria,FC Midtjylland,72.5,62.16666666666666,61.16666666666666,46.4,53.83333333333334,63.0
677,215455,B. Petkovi?,Croatia,Dinamo Zagreb,49.5,64.16666666666667,67.0,31.8,66.0,65.0
678,164256,Paulinho,Brazil,US Cremonese,67.0,71.5,71.5,33.2,69.83333333333333,63.25
679,187051,S. Privat,France,Valenciennes FC,63.0,62.0,68.33333333333333,35.8,54.66666666666666,63.5
680,211891,A. Voglsammer,Germany,DSC Arminia Bielefeld,76.5,69.0,67.33333333333333,39.0,51.0,80.5
681,230072,R. Baji?,Bosnia Herzegovina,Medipol Ba?ak?ehir FK,64.0,62.83333333333334,68.16666666666667,28.6,55.33333333333334,55.25
682,201145,M. Le Bihan,France,OGC Nice,62.5,68.33333333333333,66.33333333333333,50.0,55.66666666666666,69.5
683,212409,A. Renter?a,Colombia,Cruz Azul,80.5,70.83333333333333,66.66666666666667,29.0,62.33333333333334,69.25
684,223929,A. Leya Iseka,Belgium,Toulouse Football Club,83.5,70.5,70.0,31.6,55.83333333333334,71.25
685,189369,G. Litteri,Italy,Venezia FC,78.5,62.0,64.33333333333333,29.2,51.5,75.0
686,220355,Alex Alegr?a,Spain,Rayo Vallecano,51.0,64.0,70.5,36.0,48.0,66.0
687,138436,J. Walters,Republic of Ireland,Ipswich Town,54.5,70.0,70.83333333333333,55.0,66.0,69.25
688,206534,P. Bamford,England,Leeds United,72.5,68.66666666666667,67.0,38.0,62.16666666666666,64.25
689,187337,G. Molins,Sweden,Malm? FF,70.5,69.66666666666667,70.83333333333333,44.0,63.83333333333334,60.25
690,207562,S. Andersson,Sweden,1. FC Union Berlin,71.0,59.83333333333334,66.0,31.4,43.0,72.0
691,188107,A. Diomande,Norway,Los Angeles FC,77.0,68.33333333333333,67.33333333333333,32.8,48.0,77.25
692,212428,A. Niane,Mali,Sporting de Charleroi,72.0,68.0,68.33333333333333,24.4,50.66666666666666,70.0
693,205008,Adryan,Brazil,FC Sion,77.0,73.83333333333333,64.0,37.6,69.33333333333333,56.75
694,211920,M. Gr?ttner,Germany, SSV Jahn Regensburg,65.0,66.16666666666667,69.0,40.2,45.33333333333334,82.25
695,177105,P. Ebert,Germany,SG Dynamo Dresden,63.5,70.66666666666667,67.0,58.0,75.5,66.5
696,236498,S. Lammers,Netherlands,SC Heerenveen,69.0,70.16666666666667,66.66666666666667,37.0,53.5,67.0
697,198874,Adriano,Brazil,Jeonbuk Hyundai Motors,71.5,71.16666666666667,71.0,37.6,55.0,60.5
698,188128,Manu Barreiro,Spain,Gimn?stic de Tarragona,53.5,68.66666666666667,70.5,35.4,57.0,69.5
699,210404,S. Doukara,France,Antalyaspor,67.5,63.66666666666666,68.0,28.6,61.0,59.5
700,237799,K. Sugimoto,Japan,Cerezo Osaka,69.5,69.16666666666667,67.66666666666667,27.0,50.83333333333334,73.5
701,163050,B. Sharp,England,Sheffield United,60.5,68.83333333333333,72.83333333333333,42.4,60.66666666666666,67.25
702,201966,A. Søderlund,Norway,Rosenborg BK,63.5,63.83333333333334,68.83333333333333,44.6,55.0,75.5
703,238830,Alexandre Guedes,Portugal,Vit?ria Guimar?es,66.5,67.5,66.16666666666667,26.0,51.0,66.5
704,199152,D. Leki?,Serbia,C?diz CF,45.5,57.83333333333334,70.5,36.8,55.66666666666666,60.0
705,204276,T. Hemed,Israel,Queens Park Rangers,48.0,65.33333333333333,74.33333333333333,38.0,51.16666666666666,71.5
706,234488,M. Rygaard,Denmark,FC Nordsjælland,71.0,72.66666666666667,62.33333333333334,44.6,68.33333333333333,71.0
707,219641,Cristian L?pez,Spain,Angers SCO,76.5,65.83333333333333,65.83333333333333,36.4,46.5,78.25
708,226299,B. R?chez,Honduras,CD Nacional,73.5,65.16666666666667,67.0,29.8,44.5,72.0
709,212223,S. Maguire,Republic of Ireland,Preston North End,92.5,74.66666666666667,64.16666666666667,39.0,46.16666666666666,65.75
710,212992,J. B?ðvarsson,Iceland,Reading,72.0,65.5,65.33333333333333,40.2,60.66666666666666,70.5
711,223489,A. Pe?i?,Serbia,Al Ittihad,58.0,63.0,69.16666666666667,49.6,59.16666666666666,75.0
712,225539,D. Solanke,England,Liverpool,68.5,68.5,67.33333333333333,28.6,56.83333333333334,59.5
713,227591,A. Canelo,Argentina,Deportivo Toluca,83.0,68.16666666666667,64.83333333333333,30.8,57.66666666666666,65.25
714,212232,J. Maclaren,Australia,Hibernian,84.0,74.83333333333333,67.16666666666667,40.4,60.0,76.25
715,189961,V. Kadlec,Czech Republic,Sparta Praha,86.5,71.66666666666667,67.0,39.2,59.5,67.5
716,157707,B. Berisha,Kosovo,Sanfrecce Hiroshima,61.5,68.66666666666667,65.5,33.6,54.83333333333334,78.5
717,221452,Nano,Spain,CD Tenerife,82.0,71.33333333333333,67.66666666666667,32.2,58.83333333333334,66.5
718,222993,Y. Kakitani,Japan,Cerezo Osaka,82.0,70.33333333333333,65.83333333333333,27.0,55.5,60.5
719,189713,E. Falkenburg,Netherlands,ADO Den Haag,52.0,66.33333333333333,68.5,42.6,62.66666666666666,61.5
720,220178,J. Bokila,DR Congo,Akhisar Belediyespor,74.5,63.66666666666666,67.16666666666667,37.4,54.33333333333334,63.0
721,190738,H. Nielsen,Norway,Fortuna D?sseldorf,67.0,68.0,68.5,41.8,57.16666666666666,66.5
722,237075,C. Ramirez,United States,Los Angeles FC,58.0,67.33333333333333,68.83333333333333,33.6,46.66666666666666,72.25
723,227604,F. Platte,Germany,SV Darmstadt 98,66.0,61.5,65.16666666666667,30.0,47.83333333333334,69.25
724,183831,A. Dona Ndoh,Cameroon,Chamois Niortais Football Club,70.0,62.0,68.0,30.0,51.66666666666666,65.75
725,207640,M. Yattara,Guinea,AJ Auxerre,74.5,68.33333333333333,66.0,29.2,52.83333333333334,66.0
726,212506,M. Matos,Argentina,Atl?tico Tucum?n,51.5,62.5,71.5,35.6,55.33333333333334,65.5
727,190747,Ortu?o,Spain,Albacete BP,63.5,64.0,69.66666666666667,33.0,54.66666666666666,57.25
728,176924,F. Gonz?lez,Argentina,Club Atl?tico Tigre,73.0,67.5,64.0,37.4,58.83333333333334,71.25
729,198175,L. Castaignos,Netherlands,Sporting CP,70.0,65.0,66.5,35.2,58.0,68.75
730,190497,D. Hoesen,Netherlands,San Jose Earthquakes,71.0,69.5,68.5,40.2,60.33333333333334,65.5
731,239907,R. Dwamena,Ghana,Levante UD,79.5,68.33333333333333,66.16666666666667,27.0,56.16666666666666,65.75
732,176680,M. Pedersen,Norway,Strømsgodset IF,70.0,66.83333333333333,70.83333333333333,41.0,53.83333333333334,79.0
733,192561,L. Thy,Germany,BB Erzurumspor,75.5,68.33333333333333,66.16666666666667,48.0,60.16666666666666,76.75
734,214835,R. Fern?ndez,Chile,Al Fayha,68.0,64.83333333333333,68.33333333333333,29.6,60.66666666666666,62.25
735,229683,Rodrigo Pinho,Brazil,Clube Sport Mar?timo,63.0,67.5,69.83333333333333,30.0,57.0,61.75
736,222262,C. Dessers,Belgium,FC Utrecht,72.0,66.83333333333333,68.16666666666667,30.2,48.83333333333334,68.5
737,208700,D. Blum,Germany,UD Las Palmas,82.5,70.16666666666667,64.5,31.2,63.0,58.25
738,172092,C. Bieler,Argentina,San Martin de Tucum?n,68.0,68.33333333333333,71.5,35.2,53.66666666666666,70.75
739,206141,K. Coulibaly,Mali,FC Nantes,55.0,57.33333333333334,68.5,32.8,54.0,60.0
740,223551,L. Gregory,England,Millwall,71.5,65.16666666666667,68.0,32.8,54.16666666666666,72.0
741,227903,M. Romero,Argentina,PSV,76.0,66.33333333333333,66.66666666666667,28.8,46.66666666666666,68.0
742,227394,C. Gonz?lez,Paraguay,U.N.A.M.,63.0,61.66666666666666,68.83333333333333,38.4,44.66666666666666,69.75
743,194122,W. Grigg,Northern Ireland,Wigan Athletic,76.0,68.0,70.5,34.2,45.5,70.0
744,182091,K. Barbarouses,New Zealand,Melbourne Victory,84.5,71.0,63.83333333333334,33.0,58.5,67.25
745,139597,Javi Guerra,Spain,Rayo Vallecano,56.0,66.16666666666667,73.0,43.0,55.5,60.75
746,214862,L. Benegas,Argentina,Universidad de Chile,73.5,62.0,70.66666666666667,36.6,45.5,72.0
747,215374,S. Hogan,Republic of Ireland,Aston Villa,86.0,69.66666666666667,62.5,34.0,49.83333333333334,61.75
748,213839,B. Guillaume,Belgium,N?mes Olympique,49.0,65.16666666666667,65.33333333333333,34.2,48.66666666666666,61.25
749,222544,E. Koulouris,Greece,,71.0,65.33333333333333,65.66666666666667,31.0,46.16666666666666,57.0
750,180818,D. McGoldrick,Republic of Ireland,Sheffield United,67.0,73.33333333333333,69.16666666666667,34.8,67.33333333333333,67.0
751,176211,M. Robak,Poland,?l?sk Wrocław,57.5,67.66666666666667,69.33333333333333,36.6,51.33333333333334,68.25
752,197716,T. Bunbury,United States,New England Revolution,75.0,65.83333333333333,67.16666666666667,39.2,60.83333333333334,73.5
753,219733,L. Ajorque,France,RC Strasbourg Alsace,50.0,57.83333333333334,67.0,31.8,40.5,66.0
754,201304,B. Kadrii,Denmark,Odense Boldklub,84.0,72.83333333333333,63.33333333333334,53.6,60.66666666666666,76.0
755,207960,Aitor Garc?a,Spain,CF Rayo Majadahonda,83.0,69.16666666666667,64.5,37.0,61.16666666666666,56.0
756,216408,L. Spalvis,Lithuania,1. FC Kaiserslautern,68.5,64.66666666666667,68.16666666666667,36.0,52.0,70.0
757,178264,Nen?,Brazil,Moreirense FC,52.5,67.33333333333333,70.33333333333333,33.0,56.66666666666666,75.75
758,210521,S. ?ikalleshi,Albania,G?ztepe SK,69.5,52.66666666666666,68.66666666666667,36.0,54.33333333333334,62.0
759,146011,I. Uche,Nigeria,Gimn?stic de Tarragona,73.0,71.16666666666667,69.5,35.2,54.16666666666666,68.5
760,176475,R. Ovelar,Paraguay,Millonarios FC,49.5,66.0,68.83333333333333,40.2,60.5,64.25
761,233825,N. Leguizam?n,Argentina,Club Atl?tico Col?n,73.5,67.83333333333333,65.66666666666667,32.0,43.16666666666666,75.25
762,197480,I. Saadi,Algeria,RC Strasbourg Alsace,70.5,66.5,68.83333333333333,27.0,53.33333333333334,77.25
763,236393,Marc Cardona,Spain,SD Eibar,78.0,66.5,66.33333333333333,29.2,56.5,54.75
764,212332,R. Ram?rez,Paraguay,Deportes Tolima,75.5,70.5,68.66666666666667,38.8,60.33333333333334,67.0
765,210031,Bruno Moreira,Portugal,Rio Ave FC,60.5,63.66666666666666,69.5,38.0,48.33333333333334,70.75
