,ID,Name,Nationality,Club,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
392,216692,S. Torrico,Argentina,San Lorenzo de Almagro,68,69,70,74,69
393,202873,K. M?ller,Germany,1. FC Heidenheim 1846,70,68,59,70,74
394,164484,J. Dahlin,Sweden,Malm? FF,68,69,71,69,73
395,176772,A. Oukidja,Algeria,FC Metz,73,67,62,70,76
396,189061,S. Burchert,Germany,SpVgg Greuther F?rth,71,69,68,71,70
397,229255,Charles,Brazil,Clube Sport Mar?timo,72,68,63,70,74
398,189586,Dani Hern?ndez,Venezuela,CD Tenerife,73,70,60,71,69
399,211348,S. Dimitrievski,FYR Macedonia,Rayo Vallecano,72,71,67,72,71
400,192922,O. Jim?nez,Mexico,Club Am?rica,74,68,68,71,72
401,194730,Juan Carlos,Spain,CD Lugo,74,66,67,69,75
402,230319,Andr? Milazisco,Brazil,Atl?tico Paranaense,77,61,62,64,77
403,142258,S. Bossut,Belgium,SV Zulte-Waregem,72,70,65,71,71
404,188597,E. Zelazny,France,Stade Malherbe Caen,74,68,60,73,74
405,210358,A. Brignoli,Italy,Palermo,70,72,72,68,72
406,224953,Andr? Moreira,Portugal,Aston Villa,68,76,68,65,73
407,224442,B. Kamara,France,RC Strasbourg Alsace,76,67,63,68,74
408,230332,Wiliam Santinho,Brazil,Fluminense,61,77,76,70,73
409,188094,J. McLaughlin,Scotland,Sunderland,70,73,72,72,69
410,158657,T. Kessler,Germany,1. FC K?ln,72,69,67,70,71
411,164041,Nauzet,Spain,UD Las Palmas,69,77,61,67,68
412,222411,J. Prior,France,FC Girondins de Bordeaux,72,69,73,69,72
413,198350,D. Bentley,England,Brentford,73,66,63,71,74
414,215502,B. Dr?gowski,Poland,Fiorentina,68,68,70,71,74
415,139727,F. Boeckx,Belgium,RSC Anderlecht,69,71,78,70,71
416,220624,L. Acosta,Argentina,Belgrano de C?rdoba,70,72,67,67,73
417,238033,F. Nita,Romania,Sparta Praha,71,67,58,76,72
418,140498,D. Marshall,Scotland,Hull City,70,69,66,72,71
419,221912,Kang Hyeon Mu,Korea Republic,Pohang Steelers,71,66,63,69,74
420,224987,I. Provedel,Italy,Empoli,72,68,62,70,74
421,189920,R. K?se,Turkey,Kasimpa?a SK,74,67,57,74,75
422,16097,N. Rimando,United States,Real Salt Lake,71,69,69,70,73
423,212710,Joel Pereira,Portugal,Vit?ria de Set?bal,69,74,65,69,72
424,210923,M. Al Owais,Saudi Arabia,Al Ahli,70,72,66,71,68
425,163056,N. Champagne,Argentina,Real Oviedo,70,68,66,72,71
426,186355,E. Conde,Uruguay,,71,72,62,71,70
427,205812,P. Terracciano,Italy,Empoli,72,67,64,69,75
428,233974,Nathael Silbeira,Brazil,Cruzeiro,61,73,69,73,70
429,176630,Marco Rocha,Portugal,Santa Clara,68,67,65,69,74
430,189430,S. Colombi,Italy,Carpi,72,69,53,69,76
431,182520,M. M?nnel,Germany,FC Erzgebirge Aue,74,70,59,65,76
432,233977,Eduardo Fonseira,Brazil,Botafogo,71,70,74,72,69
433,140029,O. P?rez,Mexico,Pachuca,70,64,65,73,74
434,193277,J. Siebenhandl,Austria,SK Sturm Graz,69,68,75,69,74
435,186882,P. ?teinbors,Latvia,Arka Gdynia,72,65,65,71,74
436,162052,D. Ousted,Denmark,DC United,69,71,66,68,69
437,138247,K. Stuhr-Ellegaard,Denmark,IF Elfsborg,66,71,68,71,66
438,197641,B. Leroy,France,AC Ajaccio,71,67,61,69,69
439,190734,G. Makaridze,Georgia,Rio Ave FC,75,67,56,68,73
440,209423,M. Michel,France,AJ Auxerre,70,69,65,67,72
441,161807,M. Kelemen,Slovakia,Jagiellonia Białystok,68,68,66,69,68
442,233999,Jairo Farnias,Brazil,Internacional,64,68,69,68,75
443,156437,P. Pentke,Germany, SSV Jahn Regensburg,72,65,66,68,72
444,230169,Victor Fachinhas,Brazil,Cear? Sporting Club,69,73,58,63,74
445,204062,D. Keet,South Africa,,72,69,68,67,71
446,209957,J. Busk,Denmark,1. FC Union Berlin,73,62,67,66,75
447,208679,R. Himmelmann,Germany,FC St. Pauli,65,64,61,70,77
448,205352,J. Archer,Scotland,Millwall,72,70,70,70,71
449,235312,Alfonso Herrero,Spain,Real Oviedo,69,70,66,67,73
450,197689,A. Seculin,Italy,Chievo Verona,73,67,57,63,79
451,190780,S. Johnson,United States,New York City FC,72,64,64,69,75
452,51261,B. Myhill,Wales,West Bromwich Albion,72,70,69,69,68
453,185405,D. Kuciak,Slovakia,Lechia Gda?sk,73,64,61,71,74
454,175934,K. Steppe,Belgium,Sint-Truidense VV,72,67,64,69,71
455,209987,M. Schuhen,Germany,SV Sandhausen,69,67,68,68,70
456,229444,F. De Paul,Chile,Universidad de Chile,72,68,62,71,73
457,20551,A. Isaksson,Sweden,Djurg?rdens IF,69,65,58,71,75
458,187208,A. Sald?var,Mexico,U.N.A.M.,70,69,70,69,70
459,184139,Ricardo Ferreira,Portugal,Portimonense SC,73,71,63,66,71
460,201299,N. Leali,Italy,Perugia,72,70,58,64,73
461,215123,A. Aguerre,Argentina,Newell's Old Boys,68,70,63,68,70
462,211033,L. Garc?a,Mexico,Deportivo Toluca,71,71,67,70,70
463,215130,N. Ib??ez,Argentina,Newell's Old Boys,75,65,76,67,72
464,179547,V. Mannone,Italy,Reading,67,69,69,69,69
465,105308,J. Gillet,Belgium,Standard de Li?ge,66,72,69,75,69
466,223071,F. Pellegrino,Argentina,Club Atl?tico Hurac?n,68,76,57,71,69
467,244584,O. Shevchenko,Ukraine,Shakhtar Donetsk,69,66,73,71,71
468,178283,R. Boffin,Belgium,Antalyaspor,68,65,70,68,74
469,219244,D. von Ballmoos,Switzerland,BSC Young Boys,71,69,68,68,72
470,166764,T. Carson,Northern Ireland,Motherwell,71,65,67,68,75
471,142962,E. Bologna,Argentina,River Plate,70,68,60,70,70
472,227186,A. Batalla,Argentina,Club Atl?tico Tigre,72,64,68,64,75
473,194934,Dani Jim?nez,Spain,AD Alcorc?n,72,67,63,67,71
474,200059,C. Coosemans,Belgium,KAA Gent,71,64,71,68,73
475,223107,M. Yıldırım,Turkey,Kayserispor,70,67,62,70,70
476,178566,J. Garc?a,Argentina,Racing Club,74,62,74,67,76
477,199574,A. Letellier,France,ESTAC Troyes,67,69,61,67,73
478,212632,W. Dutoit,France,KV Oostende,71,67,66,70,72
479,186781,K. Kronholm,United States,Holstein Kiel,74,64,62,68,73
480,244384,A. Rudko,Ukraine,Dynamo Kyiv,67,68,66,70,72
481,215213,A. Werner,Argentina,SD Huesca,74,72,75,68,70
482,235183,C. Acevedo,Mexico,Santos Laguna,71,67,69,70,71
483,209333,C. Maxwell,Wales,Preston North End,69,68,70,68,72
484,142775,A. Ori?n,Argentina,Colo-Colo,69,68,68,71,70
485,140483,L. Mazzoni,Italy,Livorno,69,68,73,75,66
486,193222,F. Giefer,Germany,FC Augsburg,73,64,58,71,72
487,229325,O. Linn?r,Sweden,AIK,69,69,67,72,70
488,184781,D. Petri?,Serbia,En Avant de Guingamp,71,62,59,71,73
489,224977,A. Micai,Italy,US Salernitana 1919,68,69,62,67,74
490,209874,B. Khuzwayo,South Africa,Orlando Pirates,72,71,73,68,72
491,212948,F. Ondoa,Cameroon,KV Oostende,74,63,62,70,78
492,206549,E. Bush,United States,Montreal Impact,72,65,63,68,72
493,209109,J. Silbeira,Paraguay,,71,68,60,68,72
494,206561,C. Walton,England,Wigan Athletic,72,69,67,68,72
495,220901,David Raya,Spain,Blackburn Rovers,68,72,61,67,71
496,226285,R. Gudi?o,Mexico,Guadalajara,72,68,60,65,73
497,188657,D. Rudd,England,Preston North End,74,65,64,65,73
498,208375,M. M?ller,Germany,RB Leipzig,69,68,65,66,73
499,203004,Yang Han Been,Korea Republic,FC Seoul,71,64,62,70,74
500,177152,P. Velthuizen,Netherlands,AZ Alkmaar,68,67,71,69,70
501,214274,J. Chunga,Colombia,Junior FC,76,63,69,63,71
502,176645,Z. Zl?mal,Czech Republic,Heart of Midlothian,68,69,69,72,72
503,162054,M. Bunn,England,Aston Villa,68,69,74,68,69
504,193030,M. Luka?,Serbia,Akhisar Belediyespor,67,68,58,71,71
505,184585,A. Bogd?n,Hungary,Hibernian,70,66,66,69,70
506,128529,U. Ceylan,Turkey,Alanyaspor,70,69,63,70,68
507,230164,Luciano Cacheira,Brazil,Paran?,76,62,77,55,76
508,196885,C. Lampe,Bolivia,Boca Juniors,66,71,62,68,70
509,169493,F. Fielding,England,Bristol City,67,67,60,66,74
510,236823,I. Pettersson,Sweden,IFK Norrk?ping,70,66,72,66,75
511,162328,R. Pasveer,Netherlands,Vitesse,67,68,72,68,67
512,190745,M. Silvestri,Italy,Hellas Verona,78,60,55,66,76
513,178211,R. Zwinkels,Netherlands,ADO Den Haag,67,65,67,75,69
514,212518,B. Sangar?,Ivory Coast,,73,67,63,67,68
515,138026,D. Verhulst,Belgium,Sporting Lokeren,68,67,68,66,72
516,206379,H. Halld?rsson,Iceland,,70,62,62,69,71
517,233267,M. Turner,United States,New England Revolution,70,69,69,72,73
518,207926,A. Linde,Sweden,Molde FK,72,66,65,67,72
519,214582,C. Bonilla,Colombia,Al Fayha,71,68,65,64,73
520,232505,T. Hayashi,Japan,Sanfrecce Hiroshima,68,70,60,70,69
521,222779,L. Choutesiotis,Greece,Olympiacos CFP,72,65,60,66,74
522,204092,J. Blaswich,Germany,Heracles Almelo,70,70,67,65,77
523,229692,J. Huth,Germany,1. FSV Mainz 05,70,65,74,66,72
524,149309,A. Rosati,Italy,Torino,68,69,46,70,68
525,158784,J. Carranza,Argentina,San Martin de Tucum?n,65,71,71,66,69
526,206145,B. Uphoff,Germany,Karlsruher SC,69,67,68,66,71
527,194372,E. Ta?kıran,Turkey,Atiker Konyaspor,68,67,66,67,68
528,213573,M. Gersbeck,Germany,Hertha BSC,67,70,58,67,72
529,234054,C. C?ceda,Peru,,69,69,65,71,72
530,230727,G. Larsonneur,France,Stade Brestois 29,70,66,67,67,71
531,211021,P. Br?tveit,Norway,FK Haugesund,71,64,64,68,69
532,193359,R. Romo,Venezuela,,65,63,61,69,73
533,234833,F. M?ller,Germany,1. FSV Mainz 05,69,67,67,68,71
534,222546,L. Zingerle,Germany,SC Paderborn 07,68,67,65,67,71
535,189267,D. Bernhardt,Germany,VfR Aalen,68,69,67,68,73
536,101473,T. Kuszczak,Poland,Birmingham City,70,64,63,69,70
537,177508,P. Klandt,Germany,1. FC N?rnberg,69,68,64,67,70
538,173415,M. Knaller,Austria,FC Ingolstadt 04,68,70,49,67,72
539,9833,D. Boer,Netherlands,PEC Zwolle,64,72,52,77,64
540,235629,O. De Wolf,Belgium,Sporting Lokeren,67,70,76,69,71
541,198511,Mika,Portugal,Os Belenenses,71,66,67,69,71
542,216175,C. Stankovi?,Austria,FC Red Bull Salzburg,74,67,60,64,72
543,223603,F. Bredlow,Germany,1. FC N?rnberg,71,68,60,64,71
544,234102,I. Radu,Romania,Genoa,73,63,69,69,74
545,150659,V. Demarconnay,France,Paris FC,71,65,66,67,71
546,170632,J. MacDonald,Scotland,Kilmarnock,72,65,65,66,72
547,234898,S. Chernik,Belarus,AS Nancy Lorraine,68,69,66,68,71
548,210579,P. Reulet,France,Stade Malherbe Caen,72,68,67,69,71
549,203423,L. Thomas,Australia,Melbourne Victory,69,65,64,66,70
550,231073,B. Radunovi?,Serbia,US Cremonese,70,69,64,70,72
551,135587,N. M?enp??,Finland,Bristol City,70,69,65,66,66
552,229541,A. Montero,Colombia,Deportes Tolima,70,67,61,66,72
553,204966,Adri?n Ortol?,Spain,Deportivo de La Coru?a,71,67,72,69,68
554,214440,D. Melo,Chile,CD Palestino,66,69,60,65,72
555,230314,Ka?que Mutto,Brazil,Atl?tico Mineiro,79,55,66,55,83
556,199339,M. Riemann,Germany,VfL Bochum 1848,67,64,71,65,74
557,230315,Ailton Cardenhas,Brazil,Santos,68,70,70,76,69
558,214703,D. S?nchez,Chile,Uni?n Espa?ola,72,68,68,63,70
559,201138,Z. Boucher,France,Angers SCO,70,65,71,67,73
560,209332,M. Salvi,Switzerland,FC Luzern,70,69,64,66,70
561,116917,D. Perquis,France,Valenciennes FC,66,68,64,70,71
562,205496,Nicolas,Brazil,Udinese,71,69,64,67,71
563,218298,S. Allagb?,Benin,Chamois Niortais Football Club,71,68,69,68,72
564,165564,A. Kwarasey,Ghana,V?lerenga Fotball,66,70,67,66,69
565,169404,J. Fejzi?,Bosnia Herzegovina,1. FC Magdeburg,71,66,60,67,75
566,181694,J. Carrasso,France,Stade de Reims,67,73,66,70,66
567,213951,Helton Leite,Brazil,Boavista FC,71,65,66,65,71
568,182207,D. Stockdale,England,Birmingham City,68,64,75,66,72
569,183743,A. Blanco,Mexico,Pachuca,66,69,65,68,71
570,213952,Bruno Br?gido,Brazil,CD Feirense,71,67,68,64,74
571,213954,A. Mitryushkin,Russia,FC Sion,72,64,66,69,71
572,187591,P. Garc?s,Chile,CD Antofagasta,70,66,71,69,69
573,192201,P. Abrahamsson,Sweden,BK H?cken,69,69,67,68,68
574,223690,S. Rochet,Uruguay,Sivasspor,73,63,65,63,76
575,159436,R. Zapata,Colombia,Independiente Santa Fe,66,70,69,71,64
576,169423,S. Ekramy,Egypt,,65,69,77,64,79
577,201936,Kim Jin Hyeon,Korea Republic,Cerezo Osaka,69,66,67,70,69
578,182224,Wang Dalei,China PR,Shandong Luneng TaiShan FC,69,68,76,65,70
579,210385,Rui Silva,Portugal,Granada CF,71,65,61,66,69
580,166097,F. ?zt?rk,Turkey,Akhisar Belediyespor,70,67,64,68,70
581,182743,T. Kirschbaum,Germany,Bayer 04 Leverkusen,72,67,68,62,71
582,183513,J. Grahl,Germany,VfB Stuttgart,72,64,60,65,73
583,193244,B. Shuttleworth,United States,Minnesota United FC,70,67,66,66,69
584,223709,A. Vural,Turkey,Sivasspor,72,63,61,68,74
585,199904,J. Joronen,Finland,FC København,72,68,62,69,70
586,204513,M. Dup?,France,FC Nantes,69,70,60,64,70
587,213729,S. Rossbach,Norway,Odds BK,69,67,65,67,71
588,190435,Tomeu Nadal,Spain,Albacete BP,64,72,67,69,68
589,230117,Jhonatan,Brazil,Moreirense FC,68,68,70,65,73
590,239846,P. Tsintotas,Greece,AEK Athens,70,70,68,59,73
591,208616,Isaac Becerra,Spain,Gimn?stic de Tarragona,73,66,63,62,71
592,184040,M. Hansen,Denmark,FC Basel 1893,68,66,65,70,67
593,211946,M. Kolke,Germany,SV Wehen Wiesbaden,70,64,60,67,74
594,193772,A. Kov?csik,Hungary,,69,64,63,71,75
595,234994,Rat?n,Spain,Real Zaragoza,65,70,69,69,68
596,244467,O. Kol??,Czech Republic,SK Slavia Praha,66,68,75,66,68
597,190195,M. Samassa,Mali,ESTAC Troyes,70,64,68,63,75
598,224251,R. Zentner,Germany,1. FSV Mainz 05,67,67,61,68,73
599,228860,H. Jurjus,Netherlands,De Graafschap,72,64,65,65,73
600,182270,W. Sandilands,South Africa,Orlando Pirates,66,73,67,70,68
601,189952,K. ?elikay,Turkey,MKE Ankarag?c?,70,67,62,66,70
602,194050,M. Gr?n,Germany,SV Darmstadt 98,70,66,64,68,67
603,205068,Cristiano,Portugal,Vit?ria de Set?bal,65,68,64,73,65
604,236301,Koke Vegas,Spain,Levante UD,72,69,60,65,66
605,233998,M?rcio Velinha,Brazil,Chapecoense,69,62,75,65,73
606,239120,F. Uzoho,Nigeria,Elche CF,66,70,71,69,67
607,202770,C. Ripley,England,Accrington Stanley,69,69,67,68,70
608,183315,D. Gonz?lez,Colombia,Independiente Medell?n,66,69,66,71,66
609,171033,M. Andersen,Denmark,FC Midtjylland,68,66,59,70,69
610,202778,E. ?zbir,Turkey,Yeni Malatyaspor,68,66,64,68,68
611,186655,J. Carvallo,Peru,,73,67,69,68,61
612,144160,T. Acar,Turkey,Sivasspor,64,64,67,59,78
613,228130,Oh Seung Hoon,Korea Republic,Ulsan Hyundai FC,68,64,62,70,69
614,244258,D. Zagorac,Croatia,Dinamo Zagreb,66,69,65,67,69
615,172837,E. Alfonso,Italy,Brescia,66,68,56,66,70
616,234790,Soriano,Spain,Sevilla FC,71,66,63,62,71
617,199721,M. Gorgelin,France,Olympique Lyonnais,73,64,66,62,71
618,204842,Y. Brecher,Switzerland,FC Z?rich,70,59,72,68,72
619,188202,Y. Thoelen,Belgium,KAA Gent,67,68,64,67,69
620,193578,T. Deric,United States,Houston Dynamo,65,63,66,67,77
621,210476,M. Kuster,Austria,SV Mattersburg,67,70,62,65,66
622,220720,A. Fulignati,Italy,Empoli,70,63,65,68,69
623,217649,S. Gonda,Japan,Sagan Tosu,66,67,62,66,69
624,198962,R. M'Bolhi,Algeria,Ettifaq FC,70,63,62,62,76
625,205874,F. Kaplan,Turkey,Antalyaspor,63,68,70,68,67
626,146996,Rub?n,Spain,CA Osasuna,70,68,71,66,65
627,202810,S. McDermott,Republic of Ireland,Kristiansund BK,68,64,57,67,69
628,49212,J. Speroni,Argentina,Crystal Palace,70,67,62,66,69
629,185149,J. Koprivec,Slovenia,,69,65,60,68,72
630,219969,A. Vasyutin,Russia,Sarpsborg 08 FF,69,64,64,66,71
631,206402,M. Putnock?,Slovakia,Lech Pozna?,71,68,63,69,68
632,233282,Yoon Bo Sang,Korea Republic,Sangju Sangmu FC,68,67,65,64,70
633,205894,P. Iliev,Bulgaria,,69,60,67,70,75
634,208968,F. Al Qarni,Saudi Arabia,Al Ittihad,69,63,66,66,72
635,205386,G. Hubert,Belgium,Club Brugge KV,71,68,66,63,69
636,206412,M. Koval,Ukraine,Al Fateh,68,65,67,69,72
637,214351,D. Novoa,Colombia,La Equidad,64,76,73,68,64
638,214355,R. J?rez,Guatemala,Alianza Petrolera,67,69,65,69,67
639,18771,L. Steele,England,Nottingham Forest,68,66,63,66,71
640,227163,P. Mina,Colombia,Deportivo Cali,71,69,65,62,73
641,204380,J. Brinkies,Germany,FSV Zwickau,67,65,65,70,73
642,207708,F?bio,Brazil,CD Aves,74,64,58,67,70
643,183391,G. Ndy Assembe,Cameroon,AS Nancy Lorraine,70,69,68,66,69
644,193889,M. Vidal,France,Toulouse Football Club,69,68,68,69,67
645,218216,F. Ben Mustapha,Tunisia,Al Shabab,68,68,60,69,66
646,209002,M. Sayouba,Ivory Coast,Odense Boldklub,70,64,64,65,73
647,222572,Iv?n Villar,Spain,RC Celta,71,63,65,65,71
648,188017,A. Pomini,Italy,Palermo,67,64,60,70,71
649,186998,W. Yarbrough,United States,Club Le?n,67,62,70,68,68
650,197496,Y. Al Mosailem,Saudi Arabia,Al Ahli,66,71,64,72,64
651,204922,A. Leitner,Austria,FC Admira Wacker M?dling,68,66,59,66,70
652,173178,Manolo Reina,Spain,RCD Mallorca,66,68,62,69,66
653,163201,M. McGovern,Northern Ireland,Norwich City,69,65,64,68,69
654,219522,J. Ledesma,Argentina,Rosario Central,68,65,63,65,71
655,135043,A. Lindegaard,Denmark,Burnley,69,70,69,65,68
656,202630,A. Kochenkov,Russia,Lokomotiv Moscow,65,66,67,67,71
657,208782,M. van der Hart,Netherlands,PEC Zwolle,73,60,69,65,72
658,205455,A. Weis,Germany, SSV Jahn Regensburg,71,66,63,59,74
659,234383,M. Schubert,Germany,SG Dynamo Dresden,71,66,58,62,74
660,210832,M. Branderhorst,Netherlands,Willem II,70,64,62,65,72
661,231056,S. Marinovi?,New Zealand,Vancouver Whitecaps FC,68,70,61,65,68
662,125586,S. Andersen,Denmark,FC København,65,66,67,69,67
663,140181,H. Sogahata,Japan,Kashima Antlers,69,66,68,68,73
664,142998,C. Mu?oz,Argentina,CD Universidad de Concepci?n,67,65,68,71,68
665,194198,J. Delle,France,Feyenoord,68,67,64,67,69
666,228505,P. Pentz,Austria,FK Austria Wien,65,66,74,68,72
667,222876,J. Smith,England,Nottingham Forest,68,63,55,64,73
668,202910,D. Mitov Nilsson,FYR Macedonia,IFK Norrk?ping,72,59,70,61,77
669,244385,G. Bushchan,Ukraine,Dynamo Kyiv,68,60,70,68,71
670,209830,Q. Beunardeau,France,CD Aves,71,64,58,64,71
671,172198,J. Moulin,France,AS Saint-?tienne,70,70,65,66,70
672,191655,Kim Seung Gyu,Korea Republic,Vissel Kobe,64,67,66,70,67
673,214187,C. Bejarano,Equatorial Guinea,Am?rica de Cali,72,65,59,62,70
674,231596,J. Contreras,Venezuela,La Berrichonne de Ch?teauroux,68,66,65,67,71
675,182451,Cheng Yuelei,China PR,Guangzhou R&F; FC,67,67,69,69,64
676,114356,M. W?lfli,Switzerland,BSC Young Boys,72,61,72,67,67
677,200629,A. Santurro,Italy,Bologna,70,64,68,68,72
678,223686,T. Wellenreuther,Germany,Willem II,71,62,60,66,69
679,176583,L. ?lvarez,Uruguay,Rionegro ?guilas,72,70,59,67,69
680,214730,I. Gonz?lez,Chile,San Luis de Quillota,66,65,61,67,72
681,146636,Jos? Juan,Spain,Elche CF,77,64,66,62,65
682,190669,O. Jansson,Sweden,?rebro SK,70,63,64,67,70
683,170448,J. Zimmermann,Germany,Eintracht Frankfurt,68,67,60,68,69
684,139476,D. Gerken,England,Ipswich Town,69,66,66,65,70
685,223957,L. Pirard,Belgium,Sint-Truidense VV,69,68,64,64,71
686,171992,Juan Carlos,Spain,CD Numancia,70,60,59,63,73
687,197851,A. Hayashi,Japan,FC Tokyo,69,73,62,63,71
688,173531,B. Amos,England,Millwall,65,68,70,65,71
689,173533,D. Button,England,Brighton & Hove Albion,71,69,58,65,69
690,234462,H. Yılmaz,Turkey,Alanyaspor,68,65,60,68,70
691,198625,S. Bain,Scotland,Celtic,66,68,68,63,72
692,226786,A. Bono,United States,Toronto FC,69,66,66,66,70
693,242146,C. Gonzalez,Chile,Uni?n La Calera,66,67,66,67,67
694,229091,B. Peacock-Farrell,Northern Ireland,Leeds United,70,65,70,62,71
695,222951,M. Rod?k,Slovakia,Rotherham United,69,68,70,66,69
696,226542,D. Mart?nez,Colombia,Patriotas Boyac? FC,67,65,71,67,69
697,234735,A. Jovanovi?,Serbia,SD Huesca,69,65,65,68,67
698,189936,R. Ruiter,Netherlands,Sunderland,68,64,67,69,68
699,156920,O. Werner,Belgium,Royal Excel Mouscron,71,63,66,66,70
700,193272,S. ?ahin-Radlinger,Austria,SK Brann,70,62,59,68,71
701,200698,N. Marsman,Netherlands,FC Utrecht,70,60,70,65,73
702,184058,J. Mabokgwane,South Africa,Orlando Pirates,68,63,70,65,75
703,234492,J. Gamonal,Chile,Club Deportes Temuco,67,63,66,65,70
704,208894,F. Bednarek,Poland,SC Heerenveen,66,65,64,68,70
705,214271,A. Salazar,Chile,CD Universidad de Concepci?n,66,67,65,65,69
706,176895,M. Pinto,Chile,CD O'Higgins,70,63,68,62,68
707,229637,G. Akkan,Turkey,?aykur Rizespor,66,65,60,66,69
708,182023,Deng Xiaofei,China PR,Chongqing Dangdai Lifan FC SWM Team,66,61,59,68,69
709,210184,A. Al Qarni,Saudi Arabia,Al Ittihad,65,67,59,68,66
710,224010,Jos? Su?rez,Spain,Girona FC,67,63,70,67,69
711,200715,A. Davies,Wales,Barnsley,66,65,58,63,68
712,200466,V. Eicher,Germany,1. FC Heidenheim 1846,67,66,61,67,69
713,222484,D. Mesenh?ler,Germany,MSV Duisburg,68,71,57,63,66
714,184084,M. Dreyer,France,Amiens SC,66,68,65,65,69
715,230166,Fepe Avedo,Brazil,Bahia,65,63,61,64,77
716,230167,Mateus Tangil,Brazil,Am?rica FC (Minas Gerais),66,68,63,64,72
717,213272,L. Ch?ves,Argentina,Argentinos Juniors,68,66,63,66,69
718,170008,B. Hamer,England,Huddersfield Town,71,63,64,65,69
719,234779,Caro,Spain,Albacete BP,63,71,65,72,61
720,241179,Cristian Rivero,Spain,Valencia CF,71,60,62,62,73
721,230172,Traeira Lopes,Brazil,Vit?ria,61,60,40,77,67
722,163616,J. Young,England,Brisbane Roar,67,63,62,63,67
723,193312,S. Mielitz,Germany,SønderjyskE,69,65,60,66,64
724,219937,N. K?rber,Germany,VfL Osnabr?ck,68,64,59,66,69
725,233763,P. Dahlberg,Sweden,Watford,67,65,66,66,68
726,187171,Kim Ho Jun,Korea Republic,Gangwon FC,67,64,66,66,67
727,213545,J. Højbjerg,Denmark,Esbjerg fB,71,59,69,68,68
728,224041,M. Schw?be,Germany,Brøndby IF,71,64,71,60,71
729,227370,M. Zetterer,Germany,SV Werder Bremen,68,66,71,64,70
730,215085,R. Naranjo,Chile,Deportes Iquique,68,67,62,64,66
731,203824,R. Matthews,England,Bolton Wanderers,67,68,63,66,65
732,244017,M. Asselah,Algeria,Al Hazem,68,65,62,65,70
733,244274,A. ?emper,Croatia,Chievo Verona,71,63,61,68,65
734,244020,Andr? Ferreira,Portugal,CD Aves,68,67,56,65,70
735,193076,Assis,Brazil,Boavista FC,66,66,69,69,66
736,171574,Santamar?a,Spain,SD Huesca,69,72,65,67,59
737,214583,C. Vargas,Colombia,Atl?tico Nacional,68,66,57,66,65
738,105533,L. Załuska,Poland,Pogo? Szczecin,62,65,67,68,67
739,233791,A. Maksimenko,Russia,Spartak Moscow,71,64,67,66,75
740,204354,J. Alnwick,England,Scunthorpe United,68,66,61,66,68
741,207427,M. Lampson,United States,Minnesota United FC,67,66,68,67,69
742,219715,R. Di Gennaro,Italy,Inter,68,64,59,63,70
743,173895,S. Eastwood,England,Oxford United,65,60,62,67,71
744,229704,J. Vachoux,France,Racing Club de Lens,69,63,63,66,69
745,190792,P. Mandanda,DR Congo,Sporting de Charleroi,70,61,66,63,71
746,224846,K. Kotsaris,Greece,Panathinaikos FC,70,62,60,65,71
747,178766,B. Mitrev,Bulgaria,,60,69,73,66,68
748,193870,Pedro Trigueira,Portugal,Moreirense FC,63,64,70,67,69
749,238674,K. Broll,Germany,SG Sonnenhof Großaspach,69,65,38,65,72
750,187218,M. Jim?nez,Mexico,Guadalajara,65,67,66,65,69
751,199764,J. Ligali,France,Montpellier HSC,70,65,64,63,68
752,213588,A. S?nchez,Argentina,Atl?tico Tucum?n,65,62,67,67,72
753,157018,M. Hern?ndez,Mexico,Tiburones Rojos de Veracruz,67,64,66,66,69
754,218971,S. Gbohouo,Ivory Coast,,66,65,70,65,68
755,182622,Serginho,Portugal,Santa Clara,65,66,61,64,66
756,226403,F. Crivelli,Argentina,Club Atl?tico Tigre,67,59,69,69,66
757,178022,C. G?nen,Turkey,M?laga CF,73,62,67,63,69
758,194150,S. Moore,England,Sheffield United,66,65,69,64,67
759,243304,Zubiaurre,Spain,Real Sociedad,65,66,67,63,68
760,213615,R. Williams,South Africa,,71,65,62,61,70
761,182897,S. Bruzzese,Belgium,KV Kortrijk,67,65,68,66,68
762,211827,P. Klewin,Germany,DSC Arminia Bielefeld,67,63,60,69,66
763,11381,M. Gilks,Scotland,Scunthorpe United,66,70,65,68,64
764,201847,L. Bostyn,Belgium,SV Zulte-Waregem,72,66,59,67,66
765,228221,Bernab?,Spain,Gimn?stic de Tarragona,65,69,64,66,65
766,201352,A. Iacobucci,Italy,Frosinone,67,62,65,64,71
767,204424,P. Izzo,Australia,Adelaide United,68,63,63,66,69
768,213646,Miguel Oliveira,Portugal,Vit?ria Guimar?es,68,65,62,68,67
769,201873,J. Bendik,United States,Orlando City SC,67,65,63,69,67
770,201875,J. Attinella,United States,Portland Timbers,68,65,63,65,67
771,227477,F. Altamirano,Argentina,Club Atl?tico Banfield,65,64,68,65,68
772,198040,E. Alvarado,Costa Rica,Trabzonspor,70,60,65,64,71
773,238489,T. Boss,Germany,SG Dynamo Dresden,72,63,57,62,70
774,221601,Carlos Abad,Spain,C?rdoba CF,68,66,64,65,68
775,231841,M. Pr?vot,France,FC Sochaux-Montb?liard,67,64,67,66,68
776,188836,J. Steele,England,Brighton & Hove Albion,68,63,71,67,67
